EwEVersion,"6.5.13829.0 (compiled 2016-05-17)"
Date,"2016-09-06 16:59:02"
ModelName,Baltic_Proper-SEALS
EcosimScenario,Proper1_SealVuln100_19742100_seal1_cofF03
TimeSeries,new_data_weights_19742100_BAU_WAR1_codF03_seal100
StartYear,1974

Data,KemptonsQ

Year,Value
1974,0.5981598
1975,0.5817071
1976,0.5739936
1977,0.566918
1978,0.5695558
1979,0.5730021
1980,0.5710037
1981,0.5698763
1982,0.5654416
1983,0.564075
1984,0.5695049
1985,0.5811665
1986,0.595679
1987,0.6146907
1988,0.6405066
1989,0.6472722
1990,0.6270563
1991,0.6365702
1992,0.6589963
1993,0.6571532
1994,0.6496432
1995,0.6522189
1996,0.679024
1997,0.7333682
1998,0.7620839
1999,0.6845193
2000,0.6855578
2001,0.7373507
2002,0.7785358
2003,0.7412667
2004,0.7166872
2005,0.7700806
2006,0.8455282
2007,0.7898915
2008,0.7557905
2009,0.7515081
2010,0.7989984
2011,0.9565024
2012,0.9731697
2013,0.8160424
2014,0.7995097
2015,0.8214653
2016,0.8386198
2017,0.8675514
2018,0.8848158
2019,0.9058559
2020,0.941705
2021,0.9930227
2022,1.02585
2023,1.038084
2024,1.046561
2025,1.056159
2026,1.095345
2027,1.132146
2028,1.128769
2029,1.11688
2030,1.109081
2031,1.119902
2032,1.132792
2033,1.156165
2034,1.176411
2035,1.178402
2036,1.216263
2037,1.22734
2038,1.222305
2039,1.213267
2040,1.173455
2041,1.144346
2042,1.148213
2043,1.137782
2044,1.147512
2045,1.173288
2046,1.137367
2047,1.156178
2048,1.151746
2049,1.164709
2050,1.18443
2051,1.174053
2052,1.184389
2053,1.178091
2054,1.163775
2055,1.157468
2056,1.131058
2057,1.09692
2058,1.120493
2059,1.1517
2060,1.157249
2061,1.140121
2062,1.142904
2063,1.151932
2064,1.148236
2065,1.141199
2066,1.124128
2067,1.101626
2068,1.114151
2069,1.138161
2070,1.141739
2071,1.122642
2072,1.118349
2073,1.119906
2074,1.111533
2075,1.100901
2076,1.107407
2077,1.094695
2078,1.107037
2079,1.102726
2080,1.096382
2081,1.107905
2082,1.094396
2083,1.075783
2084,1.09848
2085,1.088763
2086,1.079986
2087,1.08948
2088,1.08191
2089,1.07162
2090,1.053009
2091,1.03397
2092,1.050115
2093,1.046805
2094,1.076453
2095,1.092347
2096,1.095919
2097,1.109954
2098,1.116725
