EwEVersion,"6.5.13829.0 (compiled 2016-05-17)"
Date,"2016-09-06 18:01:02"
ModelName,Baltic_Proper-SEALS
EcosimScenario,Proper1_SealVuln100_19742100_seal100_cofF1
TimeSeries,new_data_weights_19742100_seal100_codF1
StartYear,1974

Data,MortFleetGroup

TimeStep,Fleet,Group,Value
1,1,17,0.01690083
1,1,18,0.03965548
1,2,13,0.009915333
1,2,14,0.01276103
1,3,11,0.0043204
1,3,12,0.01138016
2,1,17,0.01690083
2,1,18,0.03965548
2,2,13,0.009915333
2,2,14,0.01276103
2,3,11,0.0043204
2,3,12,0.01138016
3,1,17,0.01690083
3,1,18,0.03965549
3,2,13,0.009915333
3,2,14,0.01276103
3,3,11,0.0043204
3,3,12,0.01138016
4,1,17,0.01690083
4,1,18,0.03965548
4,2,13,0.009915333
4,2,14,0.01276103
4,3,11,0.0043204
4,3,12,0.01138016
5,1,17,0.01690083
5,1,18,0.03965548
5,2,13,0.009915333
5,2,14,0.01276103
5,3,11,0.0043204
5,3,12,0.01138016
6,1,17,0.01690083
6,1,18,0.03965549
6,2,13,0.009915333
6,2,14,0.01276103
6,3,11,0.0043204
6,3,12,0.01138016
7,1,17,0.01690083
7,1,18,0.03965549
7,2,13,0.009915333
7,2,14,0.01276103
7,3,11,0.0043204
7,3,12,0.01138016
8,1,17,0.01690084
8,1,18,0.03965548
8,2,13,0.009915333
8,2,14,0.01276103
8,3,11,0.0043204
8,3,12,0.01138016
9,1,17,0.01690083
9,1,18,0.03965548
9,2,13,0.009915333
9,2,14,0.01276103
9,3,11,0.0043204
9,3,12,0.01138016
10,1,17,0.01690083
10,1,18,0.03965548
10,2,13,0.009915333
10,2,14,0.01276103
10,3,11,0.0043204
10,3,12,0.01138016
11,1,17,0.01690083
11,1,18,0.03965548
11,2,13,0.009915333
11,2,14,0.01276103
11,3,11,0.0043204
11,3,12,0.01138016
12,1,17,0.01690084
12,1,18,0.03965548
12,2,13,0.009915333
12,2,14,0.01276103
12,3,11,0.0043204
12,3,12,0.01138016
13,1,17,0.02287875
13,1,18,0.03768525
13,2,13,0.01046338
13,2,14,0.01332752
13,3,11,0.002764134
13,3,12,0.01154373
14,1,17,0.02287875
14,1,18,0.03768525
14,2,13,0.01046338
14,2,14,0.01332752
14,3,11,0.002764134
14,3,12,0.01154373
15,1,17,0.02287875
15,1,18,0.03768525
15,2,13,0.01046338
15,2,14,0.01332752
15,3,11,0.002764134
15,3,12,0.01154373
16,1,17,0.02287875
16,1,18,0.03768525
16,2,13,0.01046338
16,2,14,0.01332752
16,3,11,0.002764134
16,3,12,0.01154373
17,1,17,0.02287875
17,1,18,0.03768525
17,2,13,0.01046338
17,2,14,0.01332752
17,3,11,0.002764134
17,3,12,0.01154373
18,1,17,0.02287875
18,1,18,0.03768525
18,2,13,0.01046338
18,2,14,0.01332752
18,3,11,0.002764134
18,3,12,0.01154373
19,1,17,0.02287875
19,1,18,0.03768525
19,2,13,0.01046338
19,2,14,0.01332752
19,3,11,0.002764134
19,3,12,0.01154373
20,1,17,0.02287875
20,1,18,0.03768525
20,2,13,0.01046338
20,2,14,0.01332752
20,3,11,0.002764134
20,3,12,0.01154373
21,1,17,0.02287875
21,1,18,0.03768525
21,2,13,0.01046338
21,2,14,0.01332752
21,3,11,0.002764134
21,3,12,0.01154373
22,1,17,0.02287875
22,1,18,0.03768525
22,2,13,0.01046338
22,2,14,0.01332752
22,3,11,0.002764134
22,3,12,0.01154373
23,1,17,0.02287875
23,1,18,0.03768525
23,2,13,0.01046338
23,2,14,0.01332752
23,3,11,0.002764134
23,3,12,0.01154373
24,1,17,0.02287875
24,1,18,0.03768525
24,2,13,0.01046338
24,2,14,0.01332752
24,3,11,0.002764134
24,3,12,0.01154373
25,1,17,0.01439327
25,1,18,0.04936944
25,2,13,0.008314618
25,2,14,0.01291092
25,3,11,0.002006102
25,3,12,0.01333851
26,1,17,0.01439327
26,1,18,0.04936944
26,2,13,0.008314618
26,2,14,0.01291092
26,3,11,0.002006102
26,3,12,0.01333851
27,1,17,0.01439327
27,1,18,0.04936944
27,2,13,0.008314619
27,2,14,0.01291092
27,3,11,0.002006102
27,3,12,0.01333851
28,1,17,0.01439327
28,1,18,0.04936944
28,2,13,0.008314618
28,2,14,0.01291092
28,3,11,0.002006102
28,3,12,0.01333851
29,1,17,0.01439327
29,1,18,0.04936944
29,2,13,0.008314618
29,2,14,0.01291092
29,3,11,0.002006102
29,3,12,0.01333851
30,1,17,0.01439327
30,1,18,0.04936944
30,2,13,0.008314618
30,2,14,0.01291092
30,3,11,0.002006102
30,3,12,0.01333851
31,1,17,0.01439327
31,1,18,0.04936944
31,2,13,0.008314619
31,2,14,0.01291092
31,3,11,0.002006102
