EwEVersion,"6.5.13829.0 (compiled 2016-05-17)"
Date,"2016-09-06 18:01:02"
ModelName,Baltic_Proper-SEALS
EcosimScenario,Proper1_SealVuln100_19742100_seal100_cofF1
TimeSeries,new_data_weights_19742100_seal100_codF1
StartYear,1974

Data,"PredationMortality of meiozoobenthos"

Year,"macrozoobenthos",
1974,4.075121
1975,4.075057
1976,4.075128
1977,4.07507
1978,4.075092
1979,4.075096
1980,4.075105
1981,4.07507
1982,4.075101
1983,4.075085
1984,4.075094
1985,4.075069
1986,4.075122
1987,4.075033
1988,4.075115
1989,4.075087
1990,4.075081
1991,4.075076
1992,4.075111
1993,4.075077
1994,4.075099
1995,4.075094
1996,4.075067
1997,4.075099
1998,4.075103
1999,4.075097
2000,4.07504
2001,4.07511
2002,4.075089
2003,4.07511
2004,4.075044
2005,4.075106
2006,4.075092
2007,4.075083
2008,4.075108
2009,4.075073
2010,4.075078
2011,4.0751
2012,4.075093
2013,4.075099
2014,4.075062
2015,4.075097
2016,4.0751
2017,4.075081
2018,4.07509
2019,4.075087
2020,4.075094
2021,4.075083
2022,4.075105
2023,4.075079
2024,4.075091
2025,4.075079
2026,4.075104
2027,4.075081
2028,4.075103
2029,4.075079
2030,4.075093
2031,4.075084
2032,4.075105
2033,4.075071
2034,4.075094
2035,4.075101
2036,4.075058
2037,4.075113
2038,4.075086
2039,4.075074
2040,4.075097
2041,4.075104
2042,4.075046
2043,4.075108
2044,4.075089
2045,4.075078
2046,4.075113
2047,4.075047
2048,4.075122
2049,4.07507
2050,4.075086
2051,4.075099
2052,4.075091
2053,4.075073
2054,4.075103
2055,4.0751
2056,4.075041
2057,4.075099
2058,4.075078
2059,4.075106
2060,4.075074
2061,4.0751
2062,4.07509
2063,4.075083
2064,4.075098
2065,4.075098
2066,4.075074
2067,4.07508
2068,4.075099
2069,4.075093
2070,4.075081
2071,4.075099
2072,4.075083
2073,4.07509
2074,4.075097
2075,4.075091
2076,4.075069
2077,4.075114
2078,4.075066
2079,4.07508
2080,4.075105
2081,4.075069
2082,4.075084
2083,4.0751
2084,4.075077
2085,4.075101
2086,4.075084
2087,4.075088
2088,4.075106
2089,4.075063
2090,4.075093
2091,4.0751
2092,4.075086
2093,4.075124
2094,4.075054
2095,4.075096
2096,4.07508
2097,4.075107
2098,4.075058
