EwEVersion,"6.5.13829.0 (compiled 2016-05-17)"
Date,"2016-09-06 16:05:38"
ModelName,Baltic_Proper-SEALS
EcosimScenario,Proper1_SealVuln100_19742100_seal0_cofF03
TimeSeries,new_data_weights_19742100_BAU_WAR1_codF03_seal0
StartYear,1974

Data,TLC

Year,Value
1974,3.369971
1975,3.386581
1976,3.40941
1977,3.4155
1978,3.431331
1979,3.47511
1980,3.526844
1981,3.52274
1982,3.55748
1983,3.556579
1984,3.568333
1985,3.547599
1986,3.54265
1987,3.543287
1988,3.511519
1989,3.491552
1990,3.474976
1991,3.514651
1992,3.410787
1993,3.393247
1994,3.42821
1995,3.442651
1996,3.510261
1997,3.443699
1998,3.404574
1999,3.427565
2000,3.42604
2001,3.39365
2002,3.356032
2003,3.353102
2004,3.362199
2005,3.345758
2006,3.373719
2007,3.335282
2008,3.316277
2009,3.339391
2010,3.401488
2011,3.39604
2012,3.403321
2013,3.362772
2014,3.383839
2015,3.402042
2016,3.411751
2017,3.440877
2018,3.469162
2019,3.486728
2020,3.485777
2021,3.499669
2022,3.510832
2023,3.534399
2024,3.539395
2025,3.550503
2026,3.511159
2027,3.492421
2028,3.487879
2029,3.488565
2030,3.483952
2031,3.474085
2032,3.453281
2033,3.464534
2034,3.502431
2035,3.506039
2036,3.530173
2037,3.530486
2038,3.499607
2039,3.493795
2040,3.507457
2041,3.49188
2042,3.500793
2043,3.520474
2044,3.510627
2045,3.512178
2046,3.501219
2047,3.50067
2048,3.496562
2049,3.492893
2050,3.528274
2051,3.545389
2052,3.517387
2053,3.519666
2054,3.520991
2055,3.495521
2056,3.502642
2057,3.519663
2058,3.504929
2059,3.493271
2060,3.511897
2061,3.533233
2062,3.52212
2063,3.523386
2064,3.527392
2065,3.513299
2066,3.511916
2067,3.538464
2068,3.524649
2069,3.500901
2070,3.514813
2071,3.535101
2072,3.534227
2073,3.522239
2074,3.497375
2075,3.474553
2076,3.487657
2077,3.493789
2078,3.503318
2079,3.546041
2080,3.527346
2081,3.505803
2082,3.515869
2083,3.508038
2084,3.494415
2085,3.516402
2086,3.530292
2087,3.537503
2088,3.53069
2089,3.525623
2090,3.529662
2091,3.503592
2092,3.520096
2093,3.527299
2094,3.521358
2095,3.546915
2096,3.559727
2097,3.53323
2098,3.545535
