EwEVersion,"6.5.13829.0 (compiled 2016-05-17)"
Date,"2016-09-06 16:27:29"
ModelName,Baltic_Proper-SEALS
EcosimScenario,Proper1_SealVuln100_19742100_seal0_cofF03
TimeSeries,new_data_weights_19742100_BAU_WAR1_codF03_seal100
StartYear,1974

Data,KemptonsQ

Year,Value
1974,0.5981598
1975,0.5817071
1976,0.5739936
1977,0.566918
1978,0.5695558
1979,0.5730021
1980,0.5710037
1981,0.5698763
1982,0.5654415
1983,0.564075
1984,0.5695049
1985,0.5811665
1986,0.595679
1987,0.6146907
1988,0.6405066
1989,0.6472722
1990,0.6270563
1991,0.6365702
1992,0.6589963
1993,0.6571532
1994,0.6496432
1995,0.652219
1996,0.679024
1997,0.7333682
1998,0.7620839
1999,0.6845193
2000,0.6855578
2001,0.7373507
2002,0.7785359
2003,0.7412667
2004,0.7166872
2005,0.7700806
2006,0.8455282
2007,0.7898915
2008,0.7557905
2009,0.7515081
2010,0.7989984
2011,0.9565024
2012,0.9731698
2013,0.8160425
2014,0.8136158
2015,0.822414
2016,0.8392844
2017,0.8433356
2018,0.8416089
2019,0.8564333
2020,0.8698923
2021,0.8759783
2022,0.8646721
2023,0.8488433
2024,0.8346486
2025,0.8312916
2026,0.8264195
2027,0.8387857
2028,0.8357944
2029,0.8268142
2030,0.8300163
2031,0.8321688
2032,0.8061481
2033,0.8025154
2034,0.8060741
2035,0.8067251
2036,0.8272467
2037,0.8058639
2038,0.7964581
2039,0.7861486
2040,0.7719459
2041,0.7886193
2042,0.7881734
2043,0.783469
2044,0.7888043
2045,0.7758779
2046,0.7793387
2047,0.770699
2048,0.7665789
2049,0.7735676
2050,0.7804393
2051,0.7869227
2052,0.7915918
2053,0.7940655
2054,0.7842167
2055,0.7658785
2056,0.7725971
2057,0.7541556
2058,0.7598176
2059,0.7594104
2060,0.7636127
2061,0.7596042
2062,0.7640913
2063,0.7612763
2064,0.7668607
2065,0.7687242
2066,0.7636654
2067,0.7700181
2068,0.7642615
2069,0.7693198
2070,0.772069
2071,0.7657568
2072,0.7667167
2073,0.7687228
2074,0.7651091
2075,0.7537743
2076,0.751577
2077,0.7499177
2078,0.74564
2079,0.76814
2080,0.7693791
2081,0.7803638
2082,0.7709488
2083,0.7520787
2084,0.7495318
2085,0.6903712
2086,0.7419512
2087,0.6443677
2088,0.7256606
2089,0.7289441
2090,0.728973
2091,0.721313
2092,0.726519
2093,0.7432766
2094,0.7310893
2095,0.7691154
2096,0.7610154
2097,0.764724
2098,0.7586613
