EwEVersion,"6.5.13829.0 (compiled 2016-05-17)"
Date,"2016-09-06 18:35:04"
ModelName,Baltic_Proper-SEALS
EcosimScenario,Proper1_SealVuln100_19742100_seal1_cofF1
TimeSeries,new_data_weights_19742100_BAU_WAR1_codF1_seal1
StartYear,1974

Data,"PredationMortality of microzooplankton"

Year,"Temora sp","Acartia sp","Pseudocalanus sp.","other mesozooplankton",
2087,6.316977,6.655642,9.709124,18.45902
2088,5.697172,6.626027,9.632175,16.98501
2089,5.84086,6.640991,9.654826,16.03224
2090,6.023852,6.643639,9.716845,17.56892
2091,5.633002,6.618294,9.609407,15.21673
2092,5.196395,6.604422,9.639162,14.55451
2093,5.893454,6.633825,9.746053,16.60487
2094,5.890719,6.628433,9.693955,16.05764
2095,5.524138,6.617176,9.6507,14.60622
2096,6.246855,6.658379,9.741407,16.03174
2097,6.052751,6.638278,9.714402,15.97936
2098,5.747779,6.629736,9.654097,14.53159
